18|7/15/1973|1973-07-15|45|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
19|2/3/2009|2009-02-03|9|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
20|9/23/1957|1957-09-23|61|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
21|9/21/1958|1958-09-21|60|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
22|8/18/2005|2005-08-18|13|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
23|3/26/2014|2014-03-26|4|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
24|12/28/2005|2005-12-28|13|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
25|1/14/1940|1940-01-14|78|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
26|4/2/1984|1984-04-02|34|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
27|10/6/2017|2017-10-06|1|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
28|1/30/1936|1936-01-30|82|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
29|4/17/1948|1948-04-17|70|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
30|3/6/1963|1963-03-06|55|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
31|10/17/1970|1970-10-17|48|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
32|1/28/2016|2016-01-28|2|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
33|7/16/2011|2011-07-16|7|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
34|7/6/1972|1972-07-06|46|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
35|5/28/1972|1972-05-28|46|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
36|5/17/1986|1986-05-17|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
37|4/28/1936|1936-04-28|82|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
38|4/20/1984|1984-04-20|34|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
39|8/11/1995|1995-08-11|23|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
40|8/30/2017|2017-08-30|1|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
41|6/7/1989|1989-06-07|29|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
42|2/27/1963|1963-02-27|55|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
43|9/24/1978|1978-09-24|40|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
44|7/8/1978|1978-07-08|40|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
45|7/23/2016|2016-07-23|2|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
46|7/28/1937|1937-07-28|81|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
47|4/27/1935|1935-04-27|83|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
48|5/15/1968|1968-05-15|50|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
49|5/24/1986|1986-05-24|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
50|3/26/1954|1954-03-26|64|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
51|6/27/1947|1947-06-27|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
52|10/28/1950|1950-10-28|68|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
53|4/9/1993|1993-04-09|25|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
54|7/19/1980|1980-07-19|38|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
55|6/23/2014|2014-06-23|4|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
56|8/21/1989|1989-08-21|29|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
57|9/4/2011|2011-09-04|7|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
58|12/9/1969|1969-12-09|49|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
59|3/1/1937|1937-03-01|81|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
60|9/22/1996|1996-09-22|22|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
61|4/15/1949|1949-04-15|69|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
62|5/2/2013|2013-05-02|5|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
63|10/24/1961|1961-10-24|57|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
64|5/9/2002|2002-05-09|16|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
65|6/24/1986|1986-06-24|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
66|6/27/1959|1959-06-27|59|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
67|12/23/1992|1992-12-23|26|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
68|5/16/1942|1942-05-16|76|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
69|9/15/1997|1997-09-15|21|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
70|2/15/1987|1987-02-15|31|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
71|12/17/2010|2010-12-17|8|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
72|5/8/1979|1979-05-08|39|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
73|1/4/1943|1943-01-04|75|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
74|4/25/1992|1992-04-25|26|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
75|2/10/2009|2009-02-10|9|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
76|10/15/2002|2002-10-15|16|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
77|9/23/1974|1974-09-23|44|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
78|1/24/1942|1942-01-24|76|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
79|2/26/2017|2017-02-26|1|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
80|3/20/2015|2015-03-20|3|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
81|9/19/1981|1981-09-19|37|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
82|11/11/1951|1951-11-11|67|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
83|1/4/1997|1997-01-04|21|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
84|3/14/1979|1979-03-14|39|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
85|1/19/1999|1999-01-19|19|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
86|3/8/2008|2008-03-08|10|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
87|12/28/1947|1947-12-28|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
88|2/12/1933|1933-02-12|85|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
89|10/28/1997|1997-10-28|21|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
90|7/9/1997|1997-07-09|21|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
91|2/22/1959|1959-02-22|59|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
92|2/18/1974|1974-02-18|44|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
93|9/6/1953|1953-09-06|65|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
94|1/22/2015|2015-01-22|3|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
95|12/17/1966|1966-12-17|52|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
96|4/2/1961|1961-04-02|57|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
97|2/24/1945|1945-02-24|73|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
98|10/8/1992|1992-10-08|26|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
99|7/17/1993|1993-07-17|25|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
100|6/4/1950|1950-06-04|68|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
101|12/16/1970|1970-12-16|48|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
102|3/1/2002|2002-03-01|16|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
103|4/26/1988|1988-04-26|30|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
104|8/16/2016|2016-08-16|2|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
105|3/27/1936|1936-03-27|82|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
106|8/7/1950|1950-08-07|68|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
107|6/14/2005|2005-06-14|13|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
108|8/14/2008|2008-08-14|10|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
109|8/11/1967|1967-08-11|51|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
110|10/18/1979|1979-10-18|39|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
111|1/7/1941|1941-01-07|77|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
112|7/3/1939|1939-07-03|79|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
113|7/22/1949|1949-07-22|69|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
114|9/2/1977|1977-09-02|41|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
115|2/13/1947|1947-02-13|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
116|8/18/1963|1963-08-18|55|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
117|6/28/1965|1965-06-28|53|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
118|5/1/1960|1960-05-01|58|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
119|7/12/1987|1987-07-12|31|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
120|5/19/1939|1939-05-19|79|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
121|2/14/1989|1989-02-14|29|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
122|11/19/1957|1957-11-19|61|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
123|12/21/1957|1957-12-21|61|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
124|1/1/2001|2001-01-01|17|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
125|4/22/1975|1975-04-22|43|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
126|9/14/1969|1969-09-14|49|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
127|1/29/1933|1933-01-29|85|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
128|2/8/1998|1998-02-08|20|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
129|10/21/1985|1985-10-21|33|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
130|6/28/1950|1950-06-28|68|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
131|2/5/1992|1992-02-05|26|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
132|11/17/1940|1940-11-17|78|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
133|11/9/1978|1978-11-09|40|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
134|1/21/2003|2003-01-21|15|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
135|8/15/2009|2009-08-15|9|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
136|10/1/2011|2011-10-01|7|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
137|3/26/1956|1956-03-26|62|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
138|1/11/2010|2010-01-11|8|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
139|11/28/1989|1989-11-28|29|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
140|9/4/1952|1952-09-04|66|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
141|2/15/2013|2013-02-15|5|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
142|2/25/1994|1994-02-25|24|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
143|5/15/2006|2006-05-15|12|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
144|11/24/1947|1947-11-24|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
145|3/30/1948|1948-03-30|70|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
146|11/17/1955|1955-11-17|63|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
147|9/28/2001|2001-09-28|17|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
148|12/7/1988|1988-12-07|30|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
149|10/2/1942|1942-10-02|76|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
150|6/28/2001|2001-06-28|17|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
151|4/7/1986|1986-04-07|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
152|11/29/1947|1947-11-29|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
153|3/15/1946|1946-03-15|72|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
154|1/13/1982|1982-01-13|36|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
155|2/9/1980|1980-02-09|38|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
156|9/27/1935|1935-09-27|83|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
157|5/1/1965|1965-05-01|53|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
158|6/29/1965|1965-06-29|53|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
159|4/5/1946|1946-04-05|72|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
160|8/10/1959|1959-08-10|59|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
161|1/30/2004|2004-01-30|14|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
162|7/18/1975|1975-07-18|43|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
163|1/9/1985|1985-01-09|33|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
164|2/19/2017|2017-02-19|1|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
165|3/20/1940|1940-03-20|78|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
166|2/23/1977|1977-02-23|41|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
167|1/2/2009|2009-01-02|9|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
168|5/1/1946|1946-05-01|72|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
169|4/26/2012|2012-04-26|6|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
170|1/18/1952|1952-01-18|66|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
171|11/17/2003|2003-11-17|15|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
172|9/1/1947|1947-09-01|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
173|1/17/1969|1969-01-17|49|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
174|5/22/1994|1994-05-22|24|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
175|5/9/1984|1984-05-09|34|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
176|4/7/1961|1961-04-07|57|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
177|8/7/1962|1962-08-07|56|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
178|5/17/1959|1959-05-17|59|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
179|9/19/1955|1955-09-19|63|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
180|7/9/2016|2016-07-09|2|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
181|5/30/1992|1992-05-30|26|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
182|2/8/1994|1994-02-08|24|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
183|11/14/1944|1944-11-14|74|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
184|2/2/1986|1986-02-02|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
185|3/21/1956|1956-03-21|62|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
186|7/1/1960|1960-07-01|58|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
187|8/29/1993|1993-08-29|25|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
188|11/11/1990|1990-11-11|28|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
189|7/13/1964|1964-07-13|54|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
190|11/2/1934|1934-11-02|84|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
191|6/15/1963|1963-06-15|55|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
192|1/1/1955|1955-01-01|63|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
193|11/7/1995|1995-11-07|23|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
194|3/12/1935|1935-03-12|83|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
195|9/16/1996|1996-09-16|22|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
196|1/8/1947|1947-01-08|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
197|12/5/2006|2006-12-05|12|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
198|4/28/1986|1986-04-28|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
199|1/15/1961|1961-01-15|57|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
200|5/20/1986|1986-05-20|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
201|2/1/2004|2004-02-01|14|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
202|4/19/1967|1967-04-19|51|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
203|1/5/1980|1980-01-05|38|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
204|8/21/1987|1987-08-21|31|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
205|9/12/1999|1999-09-12|19|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
206|12/6/1981|1981-12-06|37|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
207|3/15/2002|2002-03-15|16|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
208|2/27/1949|1949-02-27|69|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
209|9/6/2011|2011-09-06|7|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
210|12/30/1977|1977-12-30|41|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
211|2/15/1978|1978-02-15|40|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
212|3/3/1983|1983-03-03|35|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
213|5/14/1965|1965-05-14|53|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
214|8/2/2009|2009-08-02|9|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
215|3/11/1940|1940-03-11|78|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
216|11/17/1972|1972-11-17|46|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
217|10/3/1980|1980-10-03|38|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
218|10/5/1959|1959-10-05|59|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
219|8/30/1947|1947-08-30|71|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
220|6/16/1935|1935-06-16|83|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
221|1/3/1972|1972-01-03|46|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
222|2/14/1946|1946-02-14|72|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
223|3/15/1944|1944-03-15|74|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
224|3/18/1959|1959-03-18|59|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
225|11/17/1995|1995-11-17|23|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
226|2/25/1970|1970-02-25|48|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
227|6/27/1986|1986-06-27|32|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
228|12/6/1983|1983-12-06|35|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
229|3/10/2009|2009-03-10|9|2020-10-07 19:50:04.000|1||16a17a48-d09b-11ea-9579-bba61161b25a  
